year,selling_price,km_driven,fuel,seller_type,transmission,owner,brands,models
2010,350000.0,115000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2011,165000.0,100000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2019,475000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2013,350000.0,42000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2016,229999.0,38000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2018,800000.0,35000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2014,475000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2014,425000.0,136906.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2015,660000.0,97000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2019,610000.0,10000.0,Petrol,Individual,Automatic,First Owner,Honda,Other
2013,240000.0,50000.0,Petrol,Individual,Manual,Third Owner,Honda,Other
2005,70000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2011,550000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2010,100000.0,120000.0,Petrol,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2010,350000.0,90000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2013,200000.0,120000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2019,720000.0,3000.0,Petrol,Individual,Automatic,First Owner,Hyundai,Other
2014,350000.0,133000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2016,400000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2017,570000.0,35000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2015,130000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2016,210000.0,52000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2018,800000.0,52000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2017,700000.0,39000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2011,200000.0,28689.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2014,495000.0,90000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2014,325000.0,80322.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2019,650000.0,8000.0,Petrol,Individual,Manual,First Owner,Ford,Other
2000,155000.0,50000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2007,75000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2015,350000.0,61658.0,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2010,90000.0,50000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2016,600000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2010,400000.0,185000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2014,370000.0,57000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
2000,50000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2004,125000.0,120000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2018,1800000.0,26000.0,Diesel,Individual,Automatic,First Owner,Honda,Other
2019,650000.0,20000.0,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
2017,800000.0,30600.0,Petrol,Individual,Automatic,First Owner,Maruti,Other
2020,802000.0,5000.0,Petrol,Individual,Manual,First Owner,Volkswagen,Other
2015,2300000.0,35000.0,Diesel,Individual,Automatic,Third Owner,Audi,Other
2016,430000.0,35000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2017,650000.0,23000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2004,170000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2011,450000.0,223158.4,Diesel,Individual,Automatic,First Owner,Skoda,Other
2013,250000.0,87000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2014,550000.0,72000.0,Petrol,Individual,Manual,Second Owner,Ford,Other
2013,2000000.0,64000.0,Diesel,Individual,Automatic,Second Owner,Others,Other
2007,140000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2012,155000.0,12000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2010,120000.0,67000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Other
2012,287000.0,70000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2016,675000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2011,235000.0,74500.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2011,300000.0,118700.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2015,434999.0,40000.0,Petrol,Individual,Automatic,Second Owner,Nissan,Other
2004,225000.0,223158.4,Diesel,Individual,Automatic,Third Owner,Mahindra,Other
2006,160000.0,140000.0,Petrol,Individual,Manual,Second Owner,Toyota,Other
2020,600000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2016,470000.0,100000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Other
2011,300000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2018,600000.0,2000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2020,640000.0,4000.0,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
2006,50000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,Tata,Other
2015,600000.0,35000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2014,290000.0,29000.0,LPG,Individual,Manual,First Owner,Hyundai,Other
2015,600000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2012,190000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2008,160000.0,110000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Other
2017,325000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2006,200000.0,73756.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2018,2675000.0,40000.0,Diesel,Individual,Automatic,First Owner,Toyota,Other
2011,125000.0,60000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,Other
2008,155000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Other
2015,550000.0,90000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2009,130000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Wagon R
2002,80000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2015,500000.0,80000.0,Diesel,Individual,Manual,Second Owner,Toyota,Other
2019,250000.0,27000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2012,580000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2002,60000.0,50000.0,Petrol,Individual,Manual,First Owner,Others,Other
2012,300000.0,185000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2014,200000.0,90000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2017,1200000.0,16400.0,Diesel,Individual,Manual,First Owner,Tata,Other
2015,350000.0,80000.0,Diesel,Individual,Manual,Second Owner,Toyota,Other
2012,600000.0,80000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2019,650000.0,4000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2008,120000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2010,180000.0,120000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2018,950000.0,41395.0,Petrol,Individual,Automatic,First Owner,Hyundai,Other
2012,250999.0,35000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2009,1250000.0,47000.0,Diesel,Dealer,Automatic,Second Owner,Audi,Other
2013,165000.0,50000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2015,700000.0,48000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2015,750000.0,53000.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2018,290000.0,15000.0,Petrol,Dealer,Automatic,First Owner,Datsun,Other
2014,45000.0,7000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2013,675000.0,88000.0,Diesel,Dealer,Automatic,First Owner,Skoda,Other
2015,530000.0,55000.0,Diesel,Dealer,Manual,First Owner,Nissan,Other
2014,1485000.0,48000.0,Diesel,Dealer,Automatic,First Owner,BMW,Other
2014,325000.0,71014.0,Diesel,Dealer,Manual,First Owner,Chevrolet,Other
2015,400000.0,60000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2017,380000.0,71000.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2016,750000.0,45000.0,Petrol,Dealer,Automatic,First Owner,Honda,Other
2017,390000.0,45000.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2019,1825000.0,14000.0,Diesel,Dealer,Manual,First Owner,Others,Other
2019,2675000.0,17000.0,Diesel,Dealer,Automatic,First Owner,Audi,Other
2015,370000.0,60000.0,Diesel,Dealer,Manual,First Owner,Renault,Other
2013,210000.0,80000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2007,175000.0,181000.0,Diesel,Individual,Manual,Fourth & Above Owner,Skoda,Other
2012,575000.0,89550.0,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
2010,320000.0,90000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2010,280000.0,149500.0,Diesel,Individual,Manual,Third Owner,Maruti,Other
2013,500000.0,190000.0,Diesel,Individual,Manual,Second Owner,Renault,Other
2013,380000.0,83000.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2005,120000.0,20000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2018,395000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2010,360000.0,160000.0,Diesel,Individual,Manual,First Owner,Skoda,Other
2015,451000.0,100000.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2010,175000.0,45000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2009,170000.0,44800.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2006,100000.0,40000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
2014,150000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2011,149000.0,10000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2011,160000.0,80000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2014,800000.0,156000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2010,819999.0,120000.0,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2007,163000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2001,350000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mercedes-Benz,Other
2006,75000.0,100000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2012,180000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2017,675000.0,30000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2013,400000.0,170000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2013,434999.0,100000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2006,100000.0,110000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2015,419000.0,170000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2009,200000.0,100000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2014,400000.0,35000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2018,790000.0,40000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford EcoSport 1.5
2015,500000.0,90000.0,Diesel,Individual,Manual,Second Owner,Renault,Other
2012,275000.0,120000.0,Diesel,Individual,Manual,Second Owner,Skoda,Other
2012,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2016,360000.0,33000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2010,210000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2014,220000.0,66000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto K10
2009,250000.0,48000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2016,990000.0,146000.0,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Innova 2.5
2013,220000.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,Other
2012,1800000.0,50000.0,Diesel,Individual,Automatic,Second Owner,Others,Other
2014,530000.0,50000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2016,575000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2012,400000.0,99000.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2016,680000.0,50000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2014,1000000.0,80000.0,Diesel,Individual,Automatic,First Owner,Hyundai,Other
2016,260000.0,45000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto 800
2010,150000.0,50000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2008,180000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LXi
2014,346000.0,37516.0,Diesel,Individual,Manual,First Owner,Others,Other
2015,450000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2019,500000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2019,700000.0,8000.0,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2019,280000.0,25880.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2019,475000.0,10000.0,Petrol,Individual,Automatic,First Owner,Hyundai,Other
2009,300000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2014,200999.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2009,200000.0,100000.0,Diesel,Individual,Manual,Third Owner,Skoda,Other
2009,210000.0,80000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2012,160000.0,110000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2009,175000.0,136000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2012,320000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2009,110000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2008,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2012,700000.0,10000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2009,135000.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,Tata,Tata Indica Vista
2015,500000.0,110000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2012,550000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2014,1050000.0,90000.0,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Innova 2.5
2016,500000.0,20000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2011,180000.0,90000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2010,170000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
2019,484999.0,9000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2011,150000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2018,380000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2019,480000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,290000.0,60000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2013,350000.0,70000.0,Petrol,Individual,Manual,First Owner,Fiat,Other
2014,110000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2003,70000.0,80000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Other
2011,300000.0,70000.0,Petrol,Individual,Automatic,Third Owner,Volkswagen,Other
2017,180000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2020,300000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2017,509000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2016,650000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2015,450000.0,70000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift VDI
1999,170000.0,2020.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2007,210000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2013,360000.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2011,495000.0,120000.0,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2006,105000.0,100000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LX
2010,270000.0,60000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Other
2010,130000.0,110000.0,Petrol,Individual,Manual,First Owner,Ford,Other
2014,700000.0,90000.0,Diesel,Individual,Manual,Second Owner,Honda,Other
2012,400000.0,40000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2009,250000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2013,325000.0,94000.0,Diesel,Individual,Manual,Second Owner,Honda,Other
2008,69000.0,100000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2018,1380000.0,25000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2007,90000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2016,1000000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2010,145000.0,90000.0,CNG,Individual,Manual,Second Owner,Hyundai,Other
2020,250000.0,1100.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Alto K10
2011,256000.0,70000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift VDI
2005,70000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2000,50000.0,88500.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Wagon R
2016,240000.0,70000.0,Petrol,Individual,Manual,Second Owner,Renault,Other
2010,97000.0,128000.0,Petrol,Individual,Manual,First Owner,Tata,Tata Indica Vista
2012,130000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2009,199000.0,52536.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2006,125000.0,70000.0,Petrol,Individual,Automatic,First Owner,Honda,Other
2015,420000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2016,525000.0,110000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2008,125000.0,85000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
2010,325000.0,135000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2012,330000.0,86000.0,Diesel,Individual,Manual,Fourth & Above Owner,Volkswagen,Other
2010,110000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2019,450000.0,1950.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2005,85000.0,118400.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2007,229999.0,70000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2012,250000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2015,650000.0,68000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2017,650000.0,6480.0,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Other
2017,750000.0,32077.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Other
2018,850000.0,19107.0,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Other
2017,315000.0,18469.0,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Hyundai EON Era
2015,415000.0,28217.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Other
2016,640000.0,72787.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Other
2017,780000.0,31063.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Other
2017,2595000.0,79641.0,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Other
2015,850000.0,58692.0,Diesel,Trustmark Dealer,Manual,First Owner,Hyundai,Other
2015,900000.0,54784.0,Diesel,Trustmark Dealer,Manual,First Owner,Hyundai,Other
2016,1150000.0,64156.0,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Other
2007,75000.0,54000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2012,215000.0,97000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2009,130000.0,120000.0,Petrol,Individual,Automatic,Second Owner,Maruti,Other
2019,400000.0,16000.0,Petrol,Individual,Automatic,First Owner,Hyundai,Other
2019,550000.0,60000.0,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Swift Dzire
2016,245000.0,52000.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Other
2010,320000.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Swift VDI
2016,730000.0,60000.0,Diesel,Individual,Automatic,Second Owner,Mahindra,Other
2005,120000.0,100000.0,Petrol,Individual,Manual,Third Owner,Ford,Other
2017,950000.0,35000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2017,350000.0,48000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
2005,100000.0,20000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2017,350000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2005,80000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2013,370000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
